Filename,Camera,Model,Detected_Diameter_mm,Status
cam1__YED__26555__20260411_113129_067284.jpg,cam1,YED,15.06,2
cam2__YED__26555__20260411_113128_794891.jpg,cam2,YED,15.18,2
cam2__YCA__45018__20260411_113227_488301.jpg,cam2,YCA,13.06,2
cam1__YCA__45018__20260411_113228_214058.jpg,cam1,YCA,13.18,2
cam2__YED__26556__20260411_113318_795801.jpg,cam2,YED,15.18,2
cam1__YED__26556__20260411_113318_704411.jpg,cam1,YED,15.18,2
cam2__YED__57881__20260411_113413_489029.jpg,cam2,YED,14.94,2
cam1__YED__57881__20260411_113413_352955.jpg,cam1,YED,14.94,2
cam2__YED__26557__20260411_113517_133578.jpg,cam2,YED,14.94,2
cam1__YED__26557__20260411_113516_994124.jpg,cam1,YED,15.18,2
cam2__YCA__45019__20260411_113608_999063.jpg,cam2,YCA,13.18,2
cam1__YCA__45019__20260411_113609_040637.jpg,cam1,YCA,13.18,2
cam2__YED__26558__20260411_113700_949994.jpg,cam2,YED,15.18,2
cam1__YED__26558__20260411_113700_689474.jpg,cam1,YED,15.18,2
cam2__YCA__45020__20260411_113755_028965.jpg,cam2,YCA,13.06,2
cam1__YCA__45020__20260411_113755_793631.jpg,cam1,YCA,13.18,2
cam2__YED__26559__20260411_113845_397223.jpg,cam2,YED,14.94,2
cam1__YED__26559__20260411_113845_314295.jpg,cam1,YED,15.18,2
cam2__YCA__45021__20260411_113941_498999.jpg,cam2,YCA,13.18,2
cam1__YCA__45021__20260411_113940_993992.jpg,cam1,YCA,13.06,2
cam2__YED__26560__20260411_114031_757457.jpg,cam2,YED,15.18,2
cam1__YED__26560__20260411_114031_151760.jpg,cam1,YED,15.18,2
cam1__YED__57882__20260411_114127_685719.jpg,cam1,YED,14.94,2
cam2__YED__57882__20260411_114127_721672.jpg,cam2,YED,15.18,2
cam2__YED__26561__20260411_114220_404922.jpg,cam2,YED,15.18,2
cam1__YED__26561__20260411_114220_811322.jpg,cam1,YED,15.18,2
cam2__YCA__45022__20260411_114312_319555.jpg,cam2,YCA,12.71,1
cam1__YCA__45022__20260411_114313_127131.jpg,cam1,YCA,13.06,2
cam1__YED__26562__20260411_114403_748776.jpg,cam1,YED,15.18,2
cam2__YED__26562__20260411_114403_867294.jpg,cam2,YED,15.18,2
cam2__YED__57883__20260411_114458_530946.jpg,cam2,YED,15.18,2
cam1__YED__57883__20260411_114458_460833.jpg,cam1,YED,15.18,2
cam2__YED__26563__20260411_114552_330834.jpg,cam2,YED,15.06,2
cam1__YED__26563__20260411_114551_918875.jpg,cam1,YED,15.18,2
cam2__YCA__45023__20260411_114644_690890.jpg,cam2,YCA,12.94,2
cam2__YED__26564__20260411_114735_706905.jpg,cam2,YED,15.18,2
cam2__YCA__45024__20260411_114830_551446.jpg,cam2,YCA,13.06,2
cam1__YCA__45023__20260411_114644_194500.jpg,cam1,YCA,N/A,0
cam1__YED__26565__20260411_114921_918698.jpg,cam1,YED,15.18,2
cam2__YED__26565__20260411_114922_428252.jpg,cam2,YED,15.18,2
cam2__YED__57884__20260411_115015_112452.jpg,cam2,YED,15.06,2
cam1__YED__57884__20260411_115015_093837.jpg,cam1,YED,15.18,2
cam2__YED__26566__20260411_115107_986404.jpg,cam2,YED,15.18,2
cam1__YED__26566__20260411_115109_195950.jpg,cam1,YED,15.18,2
cam1__YCA__45025__20260411_115209_816094.jpg,cam1,YCA,13.18,2
cam2__YCA__45025__20260411_115209_072259.jpg,cam2,YCA,12.94,2
cam2__YED__26567__20260411_115303_156961.jpg,cam2,YED,14.94,2
cam1__YED__26567__20260411_115303_183468.jpg,cam1,YED,15.18,2
cam2__YCA__45026__20260411_115357_719255.jpg,cam2,YCA,12.94,2
cam1__YCA__45026__20260411_115357_699752.jpg,cam1,YCA,13.18,2
cam2__YED__26568__20260411_115454_858311.jpg,cam2,YED,15.18,2
cam1__YED__26568__20260411_115454_812055.jpg,cam1,YED,15.18,2
cam2__YCA__45027__20260411_115548_791068.jpg,cam2,YCA,12.71,1
cam2__YED__26569__20260411_115640_381133.jpg,cam2,YED,15.06,2
cam2__YED__57885__20260411_115733_916172.jpg,cam2,YED,15.18,2
cam2__YED__26570__20260411_115827_237327.jpg,cam2,YED,14.94,2
cam1__YCA__45027__20260411_115548_718200.jpg,cam1,YCA,N/A,0
cam1__YED__57886__20260411_115918_267950.jpg,cam1,YED,15.18,2
cam2__YED__57886__20260411_115918_364424.jpg,cam2,YED,14.94,2
cam1__YED__26571__20260411_120128_123923.jpg,cam1,YED,15.06,2
cam2__YED__26571__20260411_120128_961934.jpg,cam2,YED,14.94,2
cam1__YCA__45028__20260411_120220_462491.jpg,cam1,YCA,13.18,2
cam2__YCA__45028__20260411_120220_063351.jpg,cam2,YCA,12.71,1
cam2__YED__26572__20260411_120321_072175.jpg,cam2,YED,15.18,2
cam1__YED__26572__20260411_120320_303244.jpg,cam1,YED,14.71,1
cam2__YED__57887__20260411_120415_356755.jpg,cam2,YED,14.94,2
cam1__YED__57887__20260411_120415_313978.jpg,cam1,YED,15.18,2
cam1__YED__26573__20260411_120510_813606.jpg,cam1,YED,15.18,2
cam2__YED__26573__20260411_120510_902993.jpg,cam2,YED,15.06,2
cam1__YCA__45029__20260411_120610_449404.jpg,cam1,YCA,13.18,2
cam2__YCA__45029__20260411_120610_542496.jpg,cam2,YCA,13.06,2
cam2__YED__26574__20260411_120700_069940.jpg,cam2,YED,15.18,2
cam1__YED__26574__20260411_120700_045483.jpg,cam1,YED,15.18,2
cam2__YED__57888__20260411_120754_361795.jpg,cam2,YED,15.18,2
cam1__YED__57888__20260411_120754_298958.jpg,cam1,YED,15.06,2
cam2__YCA__5690__20260411_120848_417068.jpg,cam2,YCA,12.94,2
cam1__YCA__5690__20260411_120848_394154.jpg,cam1,YCA,13.18,2
cam2__YED__57889__20260411_120938_008134.jpg,cam2,YED,15.18,2
cam1__YED__57889__20260411_120937_845454.jpg,cam1,YED,15.06,2
cam1__YED__26575__20260411_121032_716516.jpg,cam1,YED,15.18,2
cam2__YED__26575__20260411_121032_739254.jpg,cam2,YED,14.94,2
cam1__YCA__45030__20260411_121127_688322.jpg,cam1,YCA,13.18,2
cam2__YCA__45030__20260411_121126_976534.jpg,cam2,YCA,12.71,1
cam1__YED__26576__20260411_121218_940495.jpg,cam1,YED,14.71,1
cam2__YED__26576__20260411_121218_550888.jpg,cam2,YED,15.06,2
cam2__YCA__45031__20260411_121312_990263.jpg,cam2,YCA,13.18,2
cam1__YCA__45031__20260411_121312_955942.jpg,cam1,YCA,12.94,2
cam2__YED__26577__20260411_121404_548590.jpg,cam2,YED,15.18,2
cam1__YED__26577__20260411_121404_577943.jpg,cam1,YED,15.18,2
cam1__YED__57890__20260411_121500_104520.jpg,cam1,YED,14.94,2
cam2__YED__57890__20260411_121500_294843.jpg,cam2,YED,15.06,2
cam1__YED__26578__20260411_121552_597584.jpg,cam1,YED,15.18,2
cam2__YED__26578__20260411_121552_646760.jpg,cam2,YED,15.18,2
cam2__YCA__45032__20260411_121645_899950.jpg,cam2,YCA,13.06,2
cam1__YCA__45032__20260411_121645_821736.jpg,cam1,YCA,13.18,2
cam2__YED__26579__20260411_121738_085785.jpg,cam2,YED,15.18,2
cam1__YED__26579__20260411_121737_887054.jpg,cam1,YED,15.06,2
cam1__YCA__45033__20260411_121830_248278.jpg,cam1,YCA,13.18,2
cam2__YCA__45033__20260411_121830_687023.jpg,cam2,YCA,13.18,2
cam1__YED__26580__20260411_121922_839754.jpg,cam1,YED,15.18,2
cam2__YED__26580__20260411_121922_045006.jpg,cam2,YED,15.18,2
cam1__YCA__45034__20260411_122017_412021.jpg,cam1,YCA,13.06,2
cam2__YCA__45034__20260411_122017_876054.jpg,cam2,YCA,12.94,2
cam2__YED__26581__20260411_122107_192198.jpg,cam2,YED,15.18,2
cam1__YED__26581__20260411_122106_759405.jpg,cam1,YED,15.18,2
cam2__YED__57891__20260411_122204_099720.jpg,cam2,YED,15.18,2
cam1__YED__57891__20260411_122204_437591.jpg,cam1,YED,15.18,2
cam2__YED__26582__20260411_122256_756315.jpg,cam2,YED,15.18,2
cam1__YED__26582__20260411_122256_666330.jpg,cam1,YED,15.18,2
cam1__YCA__45035__20260411_122349_634188.jpg,cam1,YCA,13.06,2
cam2__YCA__45035__20260411_122348_864077.jpg,cam2,YCA,13.06,2
cam1__YED__26583__20260411_122439_645823.jpg,cam1,YED,15.18,2
cam2__YED__26583__20260411_122439_598204.jpg,cam2,YED,14.94,2
cam2__YED__57892__20260411_122534_521585.jpg,cam2,YED,15.18,2
cam1__YED__57892__20260411_122533_508175.jpg,cam1,YED,15.18,2
cam2__YED__26584__20260411_122627_054009.jpg,cam2,YED,15.18,2
cam1__YED__26584__20260411_122626_975102.jpg,cam1,YED,15.18,2
cam1__YCA__45036__20260411_122718_450711.jpg,cam1,YCA,13.06,2
cam2__YCA__45036__20260411_122718_525937.jpg,cam2,YCA,13.06,2
cam2__YED__26585__20260411_122810_162040.jpg,cam2,YED,15.18,2
cam1__YED__26585__20260411_122810_143679.jpg,cam1,YED,15.18,2
cam2__YCA__45037__20260411_122903_902077.jpg,cam2,YCA,12.71,1
cam1__YCA__45037__20260411_122903_047198.jpg,cam1,YCA,13.18,2
cam1__YED__26586__20260411_122955_317411.jpg,cam1,YED,14.71,1
cam2__YED__26586__20260411_122955_054658.jpg,cam2,YED,15.06,2
cam2__YED__57893__20260411_123049_212487.jpg,cam2,YED,15.06,2
cam1__YED__57893__20260411_123049_669359.jpg,cam1,YED,15.06,2
cam2__YED__26587__20260411_123216_717599.jpg,cam2,YED,15.06,2
cam1__YED__26587__20260411_123216_626309.jpg,cam1,YED,15.06,2
cam2__YCA__45038__20260411_123313_506793.jpg,cam2,YCA,13.18,2
cam1__YCA__45038__20260411_123312_987855.jpg,cam1,YCA,13.18,2
cam1__YED__26588__20260411_123408_598742.jpg,cam1,YED,15.06,2
cam2__YED__26588__20260411_123407_862699.jpg,cam2,YED,15.18,2
cam1__YCA__45039__20260411_123501_194583.jpg,cam1,YCA,12.94,2
cam2__YCA__45039__20260411_123501_739803.jpg,cam2,YCA,13.18,2
cam2__YED__26589__20260411_123601_460126.jpg,cam2,YED,14.94,2
cam1__YED__26589__20260411_123600_926293.jpg,cam1,YED,15.18,2
cam1__YCA__45040__20260411_123654_954687.jpg,cam1,YCA,13.18,2
cam2__YCA__45040__20260411_123655_462013.jpg,cam2,YCA,13.18,2
cam1__YED__26590__20260411_123749_532414.jpg,cam1,YED,15.18,2
cam2__YED__26590__20260411_123749_563986.jpg,cam2,YED,15.18,2
cam1__YED__57894__20260411_123843_074438.jpg,cam1,YED,15.18,2
cam2__YED__57894__20260411_123843_075621.jpg,cam2,YED,15.18,2
cam1__YED__26591__20260411_123936_630209.jpg,cam1,YED,15.06,2
cam2__YED__26591__20260411_123936_297803.jpg,cam2,YED,15.18,2
cam2__YED__57895__20260411_124052_388877.jpg,cam2,YED,14.94,2
cam1__YED__57895__20260411_124052_121453.jpg,cam1,YED,14.94,2
cam1__YED__26592__20260411_124208_558345.jpg,cam1,YED,15.18,2
cam2__YED__26592__20260411_124208_612116.jpg,cam2,YED,15.18,2
cam2__YCA__45041__20260411_124300_088924.jpg,cam2,YCA,12.94,2
cam1__YCA__45041__20260411_124300_072949.jpg,cam1,YCA,13.06,2
cam2__YED__26593__20260411_124350_147210.jpg,cam2,YED,15.18,2
cam1__YED__26593__20260411_124350_089336.jpg,cam1,YED,15.18,2
cam2__YED__57896__20260411_124444_612963.jpg,cam2,YED,15.18,2
cam1__YED__57896__20260411_124443_664736.jpg,cam1,YED,15.18,2
cam1__YED__26594__20260411_124604_281040.jpg,cam1,YED,15.06,2
cam2__YED__26594__20260411_124604_720617.jpg,cam2,YED,15.06,2
cam1__YCA__45042__20260411_124655_987568.jpg,cam1,YCA,13.18,2
cam2__YCA__45042__20260411_124655_478051.jpg,cam2,YCA,13.06,2
cam2__YED__26595__20260411_124747_794756.jpg,cam2,YED,14.71,1
cam1__YED__26595__20260411_124747_703430.jpg,cam1,YED,14.94,2
cam2__YED__57897__20260411_124847_027231.jpg,cam2,YED,15.06,2
cam1__YED__57897__20260411_124846_705254.jpg,cam1,YED,14.94,2
cam1__YCA__5691__20260411_124939_167161.jpg,cam1,YCA,13.06,2
cam2__YCA__5691__20260411_124939_248320.jpg,cam2,YCA,12.71,1
cam2__YED__57898__20260411_125030_307587.jpg,cam2,YED,15.18,2
cam1__YED__57898__20260411_125028_969924.jpg,cam1,YED,15.18,2
cam1__YED__26596__20260411_125124_945166.jpg,cam1,YED,15.06,2
cam2__YED__26596__20260411_125124_988708.jpg,cam2,YED,15.18,2
cam2__YCA__45043__20260411_125218_208973.jpg,cam2,YCA,12.94,2
cam1__YCA__45043__20260411_125218_174283.jpg,cam1,YCA,13.18,2
cam1__YED__26597__20260411_125320_691715.jpg,cam1,YED,15.06,2
cam2__YED__26597__20260411_125320_290416.jpg,cam2,YED,14.94,2
cam1__YCA__45044__20260411_125426_361839.jpg,cam1,YCA,13.18,2
cam2__YCA__45044__20260411_125425_899709.jpg,cam2,YCA,12.71,1
cam2__YED__26598__20260411_125516_123139.jpg,cam2,YED,14.94,2
cam1__YED__26598__20260411_125515_829329.jpg,cam1,YED,15.18,2
cam2__YED__57899__20260411_125609_902920.jpg,cam2,YED,14.94,2
cam1__YED__57899__20260411_125610_277515.jpg,cam1,YED,15.18,2
cam1__YED__26599__20260411_125709_836865.jpg,cam1,YED,14.71,1
cam2__YED__26599__20260411_125709_486732.jpg,cam2,YED,15.06,2
cam2__YCA__45045__20260411_125834_179652.jpg,cam2,YCA,12.71,1
cam1__YCA__45045__20260411_125834_094110.jpg,cam1,YCA,13.18,2
cam2__YED__26600__20260411_125923_572899.jpg,cam2,YED,15.18,2
cam1__YED__26600__20260411_125923_929262.jpg,cam1,YED,15.06,2
cam1__YCA__45046__20260411_130018_034049.jpg,cam1,YCA,13.18,2
cam2__YCA__45046__20260411_130018_064856.jpg,cam2,YCA,13.18,2
cam1__YED__26601__20260411_130109_404923.jpg,cam1,YED,15.06,2
cam2__YED__26601__20260411_130109_868027.jpg,cam2,YED,14.94,2
cam1__YCA__45047__20260411_130215_696408.jpg,cam1,YCA,13.18,2
cam2__YCA__45047__20260411_130216_139234.jpg,cam2,YCA,13.18,2
cam2__YED__26602__20260411_130309_178645.jpg,cam2,YED,14.94,2
cam1__YED__26602__20260411_130309_123716.jpg,cam1,YED,15.18,2
cam2__YED__57900__20260411_130407_831331.jpg,cam2,YED,15.18,2
cam1__YED__57900__20260411_130406_877833.jpg,cam1,YED,15.18,2
cam2__YED__26603__20260411_130500_209933.jpg,cam2,YED,15.18,2
cam1__YED__26603__20260411_130500_147958.jpg,cam1,YED,15.06,2
cam1__YCA__45048__20260411_130552_125079.jpg,cam1,YCA,13.06,2
cam2__YCA__45048__20260411_130551_692473.jpg,cam2,YCA,13.06,2
cam1__YED__26604__20260411_130642_955777.jpg,cam1,YED,15.18,2
cam2__YED__26604__20260411_130643_623461.jpg,cam2,YED,15.06,2
cam1__YED__57901__20260411_130738_711172.jpg,cam1,YED,15.18,2
cam2__YED__57901__20260411_130738_758187.jpg,cam2,YED,15.18,2
cam2__YED__26605__20260411_130831_038595.jpg,cam2,YED,15.18,2
cam1__YED__26605__20260411_130830_998342.jpg,cam1,YED,15.18,2
cam2__YCA__45049__20260411_130938_673743.jpg,cam2,YCA,13.18,2
cam1__YCA__45049__20260411_130939_301833.jpg,cam1,YCA,12.71,1
cam1__YED__26606__20260411_131028_714769.jpg,cam1,YED,15.18,2
cam2__YED__26606__20260411_131028_722776.jpg,cam2,YED,15.18,2
cam1__YCA__45050__20260411_131122_786082.jpg,cam1,YCA,13.18,2
cam2__YCA__45050__20260411_131122_477000.jpg,cam2,YCA,12.94,2
cam2__YED__26607__20260411_131213_830040.jpg,cam2,YED,15.06,2
cam1__YED__26607__20260411_131213_812508.jpg,cam1,YED,15.06,2
cam1__YED__57902__20260411_131313_225032.jpg,cam1,YED,15.18,2
cam2__YED__57902__20260411_131313_481779.jpg,cam2,YED,15.18,2
cam1__YED__26608__20260411_131406_982935.jpg,cam1,YED,15.18,2
cam2__YED__26608__20260411_131407_063303.jpg,cam2,YED,15.18,2
cam1__YCA__45051__20260411_131504_776113.jpg,cam1,YCA,13.18,2
cam2__YCA__45051__20260411_131504_760594.jpg,cam2,YCA,13.18,2
cam2__YED__26609__20260411_131600_963341.jpg,cam2,YED,15.18,2
cam1__YED__26609__20260411_131600_475616.jpg,cam1,YED,14.94,2
cam2__YCA__45052__20260411_131712_421328.jpg,cam2,YCA,13.18,2
cam1__YCA__45052__20260411_131711_831193.jpg,cam1,YCA,13.18,2
cam2__YED__26610__20260411_131803_758664.jpg,cam2,YED,15.18,2
cam1__YED__26610__20260411_131803_712749.jpg,cam1,YED,15.18,2
cam2__YCA__45053__20260411_131857_855672.jpg,cam2,YCA,13.18,2
cam1__YCA__45053__20260411_131857_778569.jpg,cam1,YCA,13.18,2
cam1__YED__26611__20260411_131948_063081.jpg,cam1,YED,14.94,2
cam2__YED__26611__20260411_131948_556162.jpg,cam2,YED,14.94,2
cam2__YED__57903__20260411_132044_803096.jpg,cam2,YED,15.06,2
cam1__YED__57903__20260411_132044_725236.jpg,cam1,YED,15.18,2
cam2__YED__26612__20260411_132137_376438.jpg,cam2,YED,15.18,2
cam1__YED__26612__20260411_132137_718984.jpg,cam1,YED,15.18,2
cam2__YED__57904__20260411_132234_453647.jpg,cam2,YED,15.18,2
cam1__YED__57904__20260411_132234_873190.jpg,cam1,YED,15.18,2
cam2__YED__26613__20260411_132328_295805.jpg,cam2,YED,14.94,2
cam1__YED__26613__20260411_132328_223872.jpg,cam1,YED,14.94,2
cam1__YCA__45054__20260411_132420_036338.jpg,cam1,YCA,13.18,2
cam2__YCA__45054__20260411_132419_390017.jpg,cam2,YCA,13.18,2
cam2__YED__26614__20260411_132523_329284.jpg,cam2,YED,14.94,2
cam1__YED__26614__20260411_132523_309011.jpg,cam1,YED,15.06,2
cam1__YED__57905__20260411_132617_697620.jpg,cam1,YED,15.18,2
cam2__YED__57905__20260411_132617_749690.jpg,cam2,YED,15.18,2
cam1__YED__26615__20260411_132710_390356.jpg,cam1,YED,15.18,2
cam2__YED__26615__20260411_132709_668149.jpg,cam2,YED,14.94,2
cam2__YCA__45055__20260411_132801_080242.jpg,cam2,YCA,13.18,2
cam1__YCA__45055__20260411_132800_925825.jpg,cam1,YCA,13.18,2
cam1__YED__26616__20260411_132856_169415.jpg,cam1,YED,15.18,2
cam2__YED__26616__20260411_132855_789238.jpg,cam2,YED,15.18,2
cam1__YED__57906__20260411_132950_646112.jpg,cam1,YED,15.18,2
cam2__YED__57906__20260411_132950_722143.jpg,cam2,YED,15.18,2
cam1__YCA__5692__20260411_133042_446288.jpg,cam1,YCA,13.06,2
cam2__YCA__5692__20260411_133042_481587.jpg,cam2,YCA,12.71,1
cam1__YED__57907__20260411_133134_582161.jpg,cam1,YED,14.94,2
cam2__YED__57907__20260411_133135_401080.jpg,cam2,YED,15.18,2
cam1__YED__26617__20260411_133230_821811.jpg,cam1,YED,15.18,2
cam2__YED__26617__20260411_133230_138606.jpg,cam2,YED,14.94,2
cam2__YCA__45056__20260411_133330_967768.jpg,cam2,YCA,13.18,2
cam1__YCA__45056__20260411_133330_939120.jpg,cam1,YCA,13.06,2
cam2__YED__26618__20260411_133422_144011.jpg,cam2,YED,15.18,2
cam1__YED__26618__20260411_133422_558305.jpg,cam1,YED,15.18,2
cam2__YCA__45057__20260411_133528_109789.jpg,cam2,YCA,13.06,2
cam1__YCA__45057__20260411_133528_017157.jpg,cam1,YCA,13.18,2
cam1__YED__26619__20260411_133619_264395.jpg,cam1,YED,15.06,2
cam2__YED__26619__20260411_133618_823291.jpg,cam2,YED,15.18,2
cam1__YED__57908__20260411_133716_736049.jpg,cam1,YED,15.18,2
cam2__YED__57908__20260411_133716_953341.jpg,cam2,YED,15.18,2
cam1__YED__26620__20260411_133810_612159.jpg,cam1,YED,15.18,2
cam2__YED__26620__20260411_133810_173981.jpg,cam2,YED,14.94,2
cam1__YCA__45058__20260411_133903_570158.jpg,cam1,YCA,13.06,2
cam2__YCA__45058__20260411_133903_637053.jpg,cam2,YCA,12.94,2
cam1__YED__26621__20260411_133954_649302.jpg,cam1,YED,15.18,2
cam2__YED__26621__20260411_133955_242959.jpg,cam2,YED,15.18,2
cam1__YCA__45059__20260411_134049_131167.jpg,cam1,YCA,13.18,2
cam2__YCA__45059__20260411_134049_163319.jpg,cam2,YCA,13.18,2
cam2__YED__26622__20260411_134220_930645.jpg,cam2,YED,15.18,2
cam1__YED__26622__20260411_134221_220828.jpg,cam1,YED,15.06,2
cam1__YCA__45060__20260411_134328_761646.jpg,cam1,YCA,13.18,2
cam2__YCA__45060__20260411_134328_403927.jpg,cam2,YCA,12.71,1
cam2__YED__26623__20260411_134418_018387.jpg,cam2,YED,15.06,2
cam1__YED__26623__20260411_134417_943258.jpg,cam1,YED,15.06,2
cam1__YED__57909__20260411_134514_551845.jpg,cam1,YED,15.18,2
cam2__YED__57909__20260411_134515_133555.jpg,cam2,YED,15.18,2
cam2__YED__26624__20260411_134606_527280.jpg,cam2,YED,15.06,2
cam1__YED__26624__20260411_134606_527280.jpg,cam1,YED,15.18,2
cam2__YCA__45061__20260411_134704_610248.jpg,cam2,YCA,13.06,2
cam1__YCA__45061__20260411_134704_543322.jpg,cam1,YCA,13.18,2
cam1__YED__26625__20260411_134754_932802.jpg,cam1,YED,15.06,2
cam2__YED__26625__20260411_134754_502810.jpg,cam2,YED,14.94,2
cam1__YED__57910__20260411_134857_402463.jpg,cam1,YED,14.94,2
cam2__YED__57910__20260411_134857_538130.jpg,cam2,YED,15.18,2
cam2__YED__26626__20260411_134952_029405.jpg,cam2,YED,15.06,2
cam1__YED__26626__20260411_134951_780336.jpg,cam1,YED,15.18,2
cam1__YCA__45062__20260411_135050_585932.jpg,cam1,YCA,13.06,2
cam2__YCA__45062__20260411_135050_719127.jpg,cam2,YCA,12.71,1
cam2__YED__26627__20260411_135139_118690.jpg,cam2,YED,15.18,2
cam1__YED__26627__20260411_135140_267282.jpg,cam1,YED,15.18,2
cam1__YCA__45063__20260411_135233_644801.jpg,cam1,YCA,13.18,2
cam2__YCA__45063__20260411_135233_736025.jpg,cam2,YCA,13.18,2
cam1__YED__26628__20260411_135324_699422.jpg,cam1,YED,15.18,2
cam2__YED__26628__20260411_135324_745771.jpg,cam2,YED,14.94,2
cam2__YED__57911__20260411_135426_174431.jpg,cam2,YED,15.18,2
cam1__YED__57911__20260411_135426_292766.jpg,cam1,YED,15.18,2
cam1__YED__26629__20260411_135517_446638.jpg,cam1,YED,15.18,2
cam2__YED__26629__20260411_135517_864763.jpg,cam2,YED,15.18,2
cam2__YCA__45064__20260411_135609_691954.jpg,cam2,YCA,13.18,2
cam1__YCA__45064__20260411_135609_669398.jpg,cam1,YCA,13.06,2
cam2__YED__26630__20260411_135707_222303.jpg,cam2,YED,15.18,2
cam1__YED__26630__20260411_135707_168779.jpg,cam1,YED,15.18,2
cam2__YCA__45065__20260411_135801_336158.jpg,cam2,YCA,13.18,2
cam1__YCA__45065__20260411_135801_317478.jpg,cam1,YCA,13.18,2
cam1__YED__26631__20260411_135852_437942.jpg,cam1,YED,15.18,2
cam2__YED__26631__20260411_135852_541543.jpg,cam2,YED,15.18,2
cam1__YCA__45066__20260411_140010_980066.jpg,cam1,YCA,13.06,2
cam2__YCA__45066__20260411_140010_967298.jpg,cam2,YCA,12.71,1
cam1__YED__26632__20260411_140836_302299.jpg,cam1,YED,15.18,2
cam2__YED__26632__20260411_140836_318408.jpg,cam2,YED,15.06,2
cam2__YED__57912__20260411_140930_740589.jpg,cam2,YED,15.18,2
cam1__YED__57912__20260411_140930_013636.jpg,cam1,YED,15.18,2
cam1__YCA__5693__20260411_141022_439379.jpg,cam1,YCA,13.18,2
cam2__YCA__5693__20260411_141022_509574.jpg,cam2,YCA,13.06,2
cam1__YED__57913__20260411_141112_925432.jpg,cam1,YED,15.06,2
cam2__YED__57913__20260411_141112_839604.jpg,cam2,YED,15.18,2
cam1__YED__26633__20260411_141209_022361.jpg,cam1,YED,15.18,2
cam2__YED__26633__20260411_141209_888537.jpg,cam2,YED,15.18,2
cam2__YCA__45067__20260411_141304_456772.jpg,cam2,YCA,13.18,2
cam1__YCA__45067__20260411_141304_309903.jpg,cam1,YCA,13.18,2
cam2__YED__26634__20260411_141355_355271.jpg,cam2,YED,15.18,2
cam1__YED__26634__20260411_141355_683830.jpg,cam1,YED,15.18,2
cam2__YED__57914__20260411_141458_861066.jpg,cam2,YED,15.18,2
cam1__YED__57914__20260411_141458_454899.jpg,cam1,YED,15.18,2
cam2__YED__26635__20260411_141551_988930.jpg,cam2,YED,14.94,2
cam1__YED__26635__20260411_141552_355313.jpg,cam1,YED,14.94,2
cam1__YCA__45068__20260411_141657_924806.jpg,cam1,YCA,13.06,2
cam2__YCA__45068__20260411_141657_420969.jpg,cam2,YCA,12.94,2
cam2__YED__26636__20260411_141748_188615.jpg,cam2,YED,15.18,2
cam1__YED__26636__20260411_141749_054123.jpg,cam1,YED,15.18,2
cam2__YED__57915__20260411_141847_221511.jpg,cam2,YED,15.18,2
cam1__YED__57915__20260411_141846_691614.jpg,cam1,YED,15.06,2
cam2__YCA__5694__20260411_141940_054191.jpg,cam2,YCA,12.71,1
cam1__YCA__5694__20260411_141940_027003.jpg,cam1,YCA,13.18,2
cam2__YED__57916__20260411_142029_308274.jpg,cam2,YED,15.06,2
cam1__YED__57916__20260411_142029_318448.jpg,cam1,YED,15.18,2
cam2__YED__26637__20260411_142142_857241.jpg,cam2,YED,15.06,2
cam1__YED__26637__20260411_142142_402148.jpg,cam1,YED,15.18,2
cam1__YCA__45069__20260411_142249_992813.jpg,cam1,YCA,13.18,2
cam2__YCA__45069__20260411_142249_977188.jpg,cam2,YCA,13.18,2
cam2__YED__26638__20260411_142339_268260.jpg,cam2,YED,15.18,2
cam1__YED__26638__20260411_142339_187174.jpg,cam1,YED,15.18,2
cam1__YCA__45070__20260411_142435_972131.jpg,cam1,YCA,13.18,2
cam2__YCA__45070__20260411_142435_638507.jpg,cam2,YCA,12.71,1
cam2__YED__26639__20260411_142527_413271.jpg,cam2,YED,15.18,2
cam1__YED__26639__20260411_142527_050262.jpg,cam1,YED,15.18,2
cam2__YED__57917__20260411_142629_024525.jpg,cam2,YED,15.06,2
cam1__YED__57917__20260411_142629_038154.jpg,cam1,YED,15.18,2
cam2__YED__26640__20260411_142726_172423.jpg,cam2,YED,15.18,2
cam1__YED__26640__20260411_142726_126695.jpg,cam1,YED,14.71,1
cam2__YCA__45071__20260411_142823_590240.jpg,cam2,YCA,13.06,2
cam1__YCA__45071__20260411_142823_542784.jpg,cam1,YCA,13.18,2
cam2__YED__26641__20260411_142916_209961.jpg,cam2,YED,15.06,2
cam1__YED__26641__20260411_142915_359973.jpg,cam1,YED,15.18,2
cam2__YCA__45072__20260411_143020_354195.jpg,cam2,YCA,13.06,2
cam1__YCA__45072__20260411_143020_843171.jpg,cam1,YCA,13.18,2
cam2__YED__26642__20260411_143110_493018.jpg,cam2,YED,15.06,2
cam1__YED__26642__20260411_143110_059659.jpg,cam1,YED,15.18,2
cam2__YCA__45073__20260411_143206_992397.jpg,cam2,YCA,12.71,1
cam1__YCA__45073__20260411_143206_737377.jpg,cam1,YCA,13.18,2
cam2__YED__26643__20260411_143256_711167.jpg,cam2,YED,15.18,2
cam1__YED__26643__20260411_143256_646843.jpg,cam1,YED,15.18,2
cam1__YED__57918__20260411_143358_840891.jpg,cam1,YED,15.06,2
cam2__YED__57918__20260411_143359_257192.jpg,cam2,YED,15.18,2
